airport_code,city,coordinate,country,image_url,airport_name,icao,time_zone,city_code,country_iso2
VBV,Vanuabalavu,-17.2284603:-178.9509626,Fiji,,Vanuabalavu,NFVB,Pacific/Fiji,VBV,FJ
VBY,Visby,57.66:18.35,Sweden,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/0522Visby_domkyrka.jpg/960px-0522Visby_domkyrka.jpg,Visby Airport,ESSV,Europe/Stockholm,VBY,SE
VCA,Can Tho,10.09:105.71,Vietnam,https://upload.wikimedia.org/wikipedia/commons/8/82/DSC_8728_%2817815712628%292.jpg,Can Tho Airport,VVCT,Asia/Ho_Chi_Minh,VCA,VN
VCB,View Cove,38.38:-121.96,United States,,View Cove,,America/Anchorage,VCB,US
VCC,Limbe,4.02:9.2,Cameroon,,New Vacaria Airport,SNEE,America/Sao_Paulo,VCC,BR
VCD,Victoria River Downs,-16.4:131.0,Australia,,Victoria River Downs,YVRD,Australia/Darwin,VCD,AU
VCE,Venice,45.4343363:12.3387844,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Santa_Maria_della_Salute_%2850428075772%29.jpg/960px-Santa_Maria_della_Salute_%2850428075772%29.jpg,Venice Marco Polo Airport,LIPZ,Europe/Rome,VCE,IT
VCF,Valcheta,-40.6833115:-66.1618805,Argentina,,Valcheta Airport,,America/Argentina/Salta,VCF,AR
VCH,Vichadero,-31.77:-54.62,Uruguay,,Vichadero,SUVO,America/Montevideo,VCH,UY
VCP,Campinas,-22.9071048:-47.0632391,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/250717_Fotos_Centro_de_Campinas_foto_Carlos_Bassan_004_%2836029962481%29.jpg/960px-250717_Fotos_Centro_de_Campinas_foto_Carlos_Bassan_004_%2836029962481%29.jpg,Viracopos Airport,SBKP,America/Sao_Paulo,SAO,BR
VCR,Carora,10.18:-70.07,Venezuela,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Iglesia_matriz_de_Carora.jpg/800px-Iglesia_matriz_de_Carora.jpg,Carora,SVCO,America/Caracas,VCR,VE
VCS,Con Dao,,Vietnam,,Con Dao,VVCS,Asia/Ho_Chi_Minh,VCS,VN
VCT,Victoria,28.8052674:-97.0035982,United States,,County-Foster,KVCT,America/Chicago,VCT,US
VCV,Victorville,,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Spring_Valley_Lake%2C_Victor_Valley%2C_California.jpg/800px-Spring_Valley_Lake%2C_Victor_Valley%2C_California.jpg,Southern California Logistics,KVCV,America/Los_Angeles,VCV,US
VDB,Fagernes,61.02:9.29,Norway,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Fagernes%2C_Nord-Aurdal.JPG/800px-Fagernes%2C_Nord-Aurdal.JPG,Valdres Lufthavn Leirin,ENFG,Europe/Oslo,VDB,NO
VDC,Vitoria Da Conquista,-14.8510197:-40.8485458,Brazil,,Vitoria Da Conquista Airport,SBVC,America/Bahia,VDC,BR
VDE,Valverde,27.81:-17.89,Spain,,Hierro Airport,GCHI,Atlantic/Canary,VDE,ES
VDH,Dong Hoi,17.515:106.590556,Vietnam,,Dong Hoi Airport,VVDH,Asia/Ho_Chi_Minh,VDH,VN
VDI,Vidalia,32.2176855:-82.4134614,United States,,Vidalia Municipal Airport,KVDI,America/New_York,VDI,US
VDM,Viedma,-40.8119087:-62.9962044,Argentina,https://upload.wikimedia.org/wikipedia/commons/7/7f/Vista_a%C3%A9rea_Viedma_-_Carmen_de_Patagones.jpg,Gobernador Edgardo Castello Airport,SAVV,America/Argentina/Salta,VDM,AR
VDP,Valle De Pascua,9.2041:-66.0079,Venezuela,,Valle De Pascua,SVVP,America/Caracas,VDP,VE
VDR,Villa Dolores,-31.944437:-65.1921082,Argentina,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Plaza_Villa_Dolores.jpg/800px-Plaza_Villa_Dolores.jpg,Villa Dolores,SAOD,America/Argentina/Cordoba,VDR,AR
VDS,Vadso,70.07:29.84,Norway,,Vadso Airport,ENVD,Europe/Oslo,VDS,NO
VDZ,Valdez,61.1308333:-146.3483333,United States,,Valdez Municipal Airport,PAVD,America/Anchorage,VDZ,US
VEE,Venetie,67.0138889:-146.4186111,United States,,Venetie,PAVE,America/Anchorage,VEE,US
VEG,Maikwak,5.55:-59.28,Guyana,,Maikwak,SYMK,America/Guyana,VEG,GY
VEJ,Vejle,55.708698:9.534657,Denmark,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/B%C3%B8lgen%2C_Vejle_2022.jpg/960px-B%C3%B8lgen%2C_Vejle_2022.jpg,,,,,
VEL,Vernal,40.4555157:-109.5287479,United States,,Vernal Regional Airport,KVEL,America/Denver,VEL,US
VER,Veracruz,19.1727167:-96.1332689,Mexico,,Veracruz International Airport,MMVR,America/Mexico_City,VER,MX
VEV,Barakoma,,Solomon Islands,,Barakoma,AGBA,Pacific/Guadalcanal,VEV,SB
VEX,Tioga,48.3972442:-102.938238,United States,,Tioga Municipal Airport,D60,America/Chicago,VEX,US
VEY,Vestmannaeyjar,63.43:-20.28,Iceland,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Vestmannaeyjar018.JPG/800px-Vestmannaeyjar018.JPG,Vestmannaeyjar,BIVM,Atlantic/Reykjavik,VEY,IS
VFA,Victoria Falls,-17.9333333:25.8333333,Zimbabwe,,Victoria Falls Airport,FVFA,Africa/Harare,VFA,ZW
VGA,Vijayawada,16.5061743:80.6480153,India,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/LR-6085.jpg/800px-LR-6085.jpg,Vijayawada Airport,VOBZ,Asia/Kolkata,VGA,IN
VGD,Vologda,59.2152406:39.8767089,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Sophia_panorama_2.jpg/800px-Sophia_panorama_2.jpg,Vologda Airport,ULWW,Europe/Moscow,VGD,RU
VGG,Vangrieng,62.53:11.07,Laos,,Vangrieng,,Asia/Vientiane,VGG,LA
VGO,Vigo,42.2313564:-8.7124471,Spain,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Vigo_panoramico.jpg/800px-Vigo_panoramico.jpg,Vigo Airport,LEVX,Europe/Madrid,VGO,ES
VGS,General Villegas,-35.03265:-63.0175781,Argentina,,General Villegas,,America/Argentina/Buenos_Aires,VGS,AR
VGZ,Villagarzon,2.17:-75.67,Colombia,,Villagarzon,SKVG,America/Bogota,VGZ,CO
VHC,Saurimo,-9.69:20.43,Angola,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Igreja_catolica_em_saurimo.jpg/800px-Igreja_catolica_em_saurimo.jpg,Saurimo,FNSA,Africa/Luanda,VHC,AO
VHM,Vilhelmina,64.58:16.83,Sweden,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Looking_NW%2C_Volgsj%C3%B6v%C3%A4gen_and_Pr%C3%A4stgatan%2C_Vilhelmina%2C_Sweden.jpg/800px-Looking_NW%2C_Volgsj%C3%B6v%C3%A4gen_and_Pr%C3%A4stgatan%2C_Vilhelmina%2C_Sweden.jpg,Vilhelmina Airport,ESNV,Europe/Stockholm,VHM,SE
VHN,Van Horn,31.0398558:-104.8307698,United States,,Culberson County,KVHN,America/Chicago,VHN,US
VHY,Vichy,46.131859:3.425488,France,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Vichy_aujourd_hui.jpg/800px-Vichy_aujourd_hui.jpg,Charmeil,LFLV,Europe/Paris,VHY,FR
VHZ,Vahitahi,-18.78:-138.85,French Polynesia,,Vahitahi,NTUV,Pacific/Tahiti,VHZ,PF
VIA,Videira,27.0:-51.13,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Parte_do_centro_de_Videira_SC.JPG/800px-Parte_do_centro_de_Videira_SC.JPG,Vienna,SSVI,America/Sao_Paulo,VIA,BR
VIB,Villa Constitucion,25.0373399:-111.6539991,Mexico,,Villa Constitucion,,America/Mazatlan,VIB,MX
VIC,Vicenza,45.5459053:11.540307,Italy,,Trissino,LIPT,Europe/Rome,VIC,IT
VID,Vidin,43.9933323:22.8757614,Bulgaria,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Baba_Vida_Castle_%2827379217451%29.jpg/960px-Baba_Vida_Castle_%2827379217451%29.jpg,,,,,
VIE,Vienna,48.2081743:16.3738189,Austria,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Vienna_Austria_Skyline_Aerial%2C_October_2024.jpg/800px-Vienna_Austria_Skyline_Aerial%2C_October_2024.jpg,Vienna International Airport,LOWW,Europe/Vienna,VIE,AT
VIF,Vieste,,Italy,,Vieste,,Europe/Rome,VIF,IT
VIG,El Vigia,8.623754:-71.650047,Venezuela,,El Vigia,SVVG,America/Caracas,VIG,VE
VIH,Vichy,38.1114322:-91.7604389,United States,,Rolla National,KVIH,America/Chicago,VIH,US
VII,Vinh City,18.668819:105.671997,Vietnam,,Vinh Airport,VVVH,Asia/Ho_Chi_Minh,VII,VN
VIJ,Spanish Town,18.45:-64.43,British Virgin Islands,,Virgin Gorda Airport,TUPW,America/Tortola,VIJ,VG
VIK,Kavik,69.68:-146.9,United States,,Airstrip,,America/Anchorage,VIK,US
VIL,Dakhla,23.72:-15.93,Morocco,,Dakhla Airport,GMMH,Africa/Casablanca,VIL,MA
VIN,Vinnica,49.233083:28.468217,Ukraine,,Havryshivka Vinnytsia International Airport,UKWW,Europe/Kiev,VIN,UA
VIQ,Viqueque,-8.88:126.37,Indonesia,,Viqueque,WPVQ,Asia/Dili,VIQ,TL
VIS,Visalia,36.3302284:-119.2920585,United States,,Visalia,KVIS,America/Los_Angeles,VIS,US
VIT,Vitoria,42.88:-2.72,Spain,,Vitoria Airport,LEVT,Europe/Madrid,VIT,ES
VIU,Viru,,Solomon Islands,,Viru Harbour Airstrip,AGVH,Pacific/Guadalcanal,VIU,SB
VIV,Vivigani,-9.3:150.32,Papua New Guinea,,Vivigani,,Pacific/Port_Moresby,VIV,PG
VIX,Vitoria,-20.26:-40.29,Brazil,,Eurico de Aguiar Salles Airport,SBVT,America/Sao_Paulo,VIX,BR
VJB,Xai Xai,-25.04:33.63,Mozambique,,Xai Xai,FQXA,Africa/Maputo,VJB,MZ
VJI,Abingdon,36.7098335:-81.9773482,United States,,Virginia Highlands,KVJI,America/New_York,VJI,US
VJQ,Gurue,-15.5:36.98,Mozambique,,Gurue,,Africa/Maputo,VJQ,MZ
VKG,Rach Gia,10.0166667:105.0833333,Vietnam,,Rach Gia Airport,VVRG,Asia/Ho_Chi_Minh,VKG,VN
VKS,Vicksburg,32.3526456:-90.877882,United States,,Vicksburg,KVKS,America/Chicago,VKS,US
VKT,Vorkuta,67.4850464:64.0297391,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Vorkutaugol_free.jpg/792px-Vorkutaugol_free.jpg,Vorkuta Airport,UUYW,Europe/Moscow,VKT,RU
VKW,West Kavik,69.666667:-146.916667,United States,,West Kavik,,America/Anchorage,VKW,US
VLA,Vandalia,38.9606009:-89.0936778,United States,,Vandalia,KVLA,America/Chicago,VLA,US
VLC,Valencia,39.4907322:-0.4558824,Spain,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Ciutat_de_les_Arts_i_les_Ci%C3%A8ncies%2C_Val%C3%A8ncia%2C_Valencia%2C_Spain_-_panoramio_%281%29.jpg/800px-Ciutat_de_les_Arts_i_les_Ci%C3%A8ncies%2C_Val%C3%A8ncia%2C_Valencia%2C_Spain_-_panoramio_%281%29.jpg,Valencia Airport,LEVC,Europe/Madrid,VLC,ES
VLD,Valdosta,30.8327022:-83.2784851,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Valdosta_GA_Comm_Hist_Dist03.jpg/800px-Valdosta_GA_Comm_Hist_Dist03.jpg,Valdosta Regional Airport,KVLD,America/New_York,VLD,US
VLE,Valle,35.6495193:-112.1419097,United States,,J t Robidoux,40G,America/Phoenix,VLE,US
VLG,Villa Gesell,-37.2633972:-56.9732704,Argentina,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Villa_Gesell_-_panoramio_-_VANT_Vistas_A%C3%A9reas_%2812%29.jpg/960px-Villa_Gesell_-_panoramio_-_VANT_Vistas_A%C3%A9reas_%2812%29.jpg,Villa Gesell,SAZV,America/Argentina/Buenos_Aires,VLG,AR
VLI,Port Vila,-17.734818:168.322029,Vanuatu,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Port_Vila_aerial.jpg/800px-Port_Vila_aerial.jpg,Bauerfield Airport,NVVV,Pacific/Efate,VLI,VU
VLK,Volgodonsk,47.5190391:42.141178,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/%D0%97%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5_%D0%B0%D0%B4%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%B8_%D0%92%D0%BE%D0%BB%D0%B3%D0%BE%D0%B4%D0%BE%D0%BD%D1%81%D0%BA%D0%B0_%D0%B8_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%BE%D0%B9_%D0%94%D1%83%D0%BC%D1%8B.JPG/800px-%D0%97%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5_%D0%B0%D0%B4%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%B8_%D0%92%D0%BE%D0%BB%D0%B3%D0%BE%D0%B4%D0%BE%D0%BD%D1%81%D0%BA%D0%B0_%D0%B8_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%BE%D0%B9_%D0%94%D1%83%D0%BC%D1%8B.JPG,Volgodonsk,URRQ,Europe/Moscow,VLK,RU
VLL,Valladolid,41.6529434:-4.7283811,Spain,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Plaza_Mayor_Valladolid1_edited.jpg/960px-Plaza_Mayor_Valladolid1_edited.jpg,Valladolid Airport,LEVD,Europe/Madrid,VLL,ES
VLM,Villamontes,-21.2608333:-63.4761111,Bolivia,,Villamontes,SLVM,America/La_Paz,VLM,BO
VLN,Valencia,10.174127:-67.999815,Venezuela,,Arturo Michelena International Airport,SVVA,America/Caracas,VLN,VE
VLO,Vallejo,38.1040864:-122.2566367,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Vallejo_-_panoramio_%284%29_%28cropped%29.jpg/800px-Vallejo_-_panoramio_%284%29_%28cropped%29.jpg,Stolport,,America/Los_Angeles,VLO,US
VLP,Vila Rica,-10.0118095:-51.1136389,Brazil,,Vila Rica,SWVC,America/Cuiaba,VLP,BR
VLR,Vallenar,-28.5708333:-70.7580556,Chile,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Plaza_de_Armas_de_Vallenar.jpg/800px-Plaza_de_Armas_de_Vallenar.jpg,Vallenar,SCLL,America/Santiago,VLR,CL
VLS,Valesdir,-16.8:168.18,Vanuatu,,Valesdir,NVSV,Pacific/Efate,VLS,VU
VLU,Velikiye Luki,56.3468207:30.5389995,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Hot_air_balloon_festival_Velikiye_Luki%2C_Pskov_Region.jpg/800px-Hot_air_balloon_festival_Velikiye_Luki%2C_Pskov_Region.jpg,Velikiye Luki,ULOL,Europe/Moscow,VLU,RU
VLV,Valera,9.321362:-70.603394,Venezuela,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Parroquia_N._S._del_Carmen-Valera.jpg/800px-Parroquia_N._S._del_Carmen-Valera.jpg,Carvajal,SVVL,America/Caracas,VLV,VE
VME,Villa Mercedes,-33.6754417:-65.4580688,Argentina,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Plaza_principal_de_Villa_Mercedes.jpg/960px-Plaza_principal_de_Villa_Mercedes.jpg,Villa Mercedes,SAOR,America/Argentina/San_Luis,VME,AR
VMI,Vallemi,-26.03:-57.25,Paraguay,,INC,,America/Asuncion,VMI,PY
VMU,Baimuru,-7.48:144.8,Papua New Guinea,,Baimuru,AYBA,Pacific/Port_Moresby,VMU,PG
VNA,Saravane,15.7166667:106.4166667,Laos,,Saravane,VLSV,Asia/Vientiane,VNA,LA
VNC,Venice,27.0997775:-82.4542632,United States,,Venice Municipalcipal,KVNC,America/New_York,VNC,US
VND,Vangaindrano,-23.35:47.6,Madagascar,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Vangaindrano.jpg/800px-Vangaindrano.jpg,Vangaindrano,FMSU,Indian/Antananarivo,VND,MG
VNE,Vannes,47.658236:-2.760847,France,,Meucon,LFRV,Europe/Paris,VNE,FR
VNG,Viengxay,18.92:102.45,Laos,,Viengxay,,Asia/Vientiane,VNG,LA
VNO,Vilnius,54.6893865:25.2800243,Lithuania,https://upload.wikimedia.org/wikipedia/en/thumb/8/84/The_White_Bridge_and_%C5%A0nipi%C5%A1k%C4%97s_district_in_Vilnius_in_2023_by_Augustas_Did%C5%BEgalvis.jpg/800px-The_White_Bridge_and_%C5%A0nipi%C5%A1k%C4%97s_district_in_Vilnius_in_2023_by_Augustas_Did%C5%BEgalvis.jpg?20240622201514,Vilnius International Airport,EYVI,Europe/Vilnius,VNO,LT
VNR,Vanrook,-16.97:141.95,Australia,,Vanrook,YVRS,Australia/Brisbane,VNR,AU
VNS,Varanasi,25.3176452:82.9739144,India,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Varanasi%2C_India%2C_Ghats%2C_Cremation_ceremony_in_progress.jpg/960px-Varanasi%2C_India%2C_Ghats%2C_Cremation_ceremony_in_progress.jpg,Lal Bahadur Shastri International Airport,VEBN,Asia/Kolkata,VNS,IN
VNX,Vilanculos,-22.02:35.31,Mozambique,,Vilanculos Airport,FQVL,Africa/Maputo,VNX,MZ
VOG,Volgograd,48.7180786:44.5046388,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Volgograd_Russia.jpg/800px-Volgograd_Russia.jpg,Volgograd International Airport,URWW,Europe/Volgograd,VOG,RU
VOH,Vohemar,-13.3702827:50.0033677,Madagascar,,Vohemar,FMNV,Indian/Antananarivo,VOH,MG
VOI,Voinjama,8.4:-9.77,Liberia,,Voinjama,GLVA,Africa/Monrovia,VOI,LR
VOK,Camp Douglas,,United States,,Volk Field,KVOK,America/Chicago,VOK,US
VOL,Volos,39.364617:22.933212,Greece,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/VOLOS-GREECE_-_panoramio_%281%29.jpg/960px-VOLOS-GREECE_-_panoramio_%281%29.jpg,Nea Anchialos,LGBL,Europe/Athens,VOL,GR
VOT,Votuporanga,-20.4203429:-49.9782961,Brazil,,Votuporanga,SDVG,America/Sao_Paulo,VOT,BR
VOZ,Voronezh,51.6600188:39.1974105,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/%D0%93%D0%BB%D0%B0%D0%B2%D0%BD%D0%BE%D0%B5_%D0%B7%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5_%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F_%D0%AE%D0%92%D0%96%D0%94.jpg/800px-%D0%93%D0%BB%D0%B0%D0%B2%D0%BD%D0%BE%D0%B5_%D0%B7%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5_%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F_%D0%AE%D0%92%D0%96%D0%94.jpg,Voronezh Airport,UUOO,Europe/Moscow,VOZ,RU
VPE,Ongiva,-17.04:15.68,Angola,,Ondjiva,FNGI,Africa/Luanda,VPE,AO
VPN,Vopnafjordur,65.72:-14.85,Iceland,,Vopnafjordur,BIVO,Atlantic/Reykjavik,VPN,IS
VPY,Chimoio,-19.1166667:33.45,Mozambique,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Chimoio_Airport%2C_Mozambique.jpg/960px-Chimoio_Airport%2C_Mozambique.jpg,Chimoio Airport,FQCH,Africa/Maputo,VPY,MZ
VPZ,Valparaiso,30.65:-86.52,United States,,Porter County,KVPZ,America/Chicago,VPZ,US
VQS,Vieques,18.1262854:-65.4400985,Puerto Rico,,Antonio Rivera Rodriguez Airport,TJVQ,America/Puerto_Rico,VQS,PR
VRA,Varadero,23.179858:-81.1885293,Cuba,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Varadero_Cuba_%2840975990711%29.jpg/800px-Varadero_Cuba_%2840975990711%29.jpg,Juan Gualberto Gomez Airport,MUVR,America/Havana,VRA,CU
VRB,Vero Beach,27.6386434:-80.3972736,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Vero_Beach_arial_view_at_night_%282023%29.jpg/800px-Vero_Beach_arial_view_at_night_%282023%29.jpg,Vero Beach Municipal Airport,KVRB,America/New_York,VRB,US
VRC,Virac,13.58:124.21,Philippines,,Virac Airport,RPUV,Asia/Manila,VRC,PH
VRE,Vredendal,-31.64:18.54,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Vredendal.jpg/800px-Vredendal.jpg,Vredendal,FAVR,Africa/Johannesburg,VRE,ZA
VRK,Joroinen,62.17:27.87,Finland,,Varkaus,EFVR,Europe/Helsinki,VRK,FI
VRL,Vila Real,41.2958976:-7.7463528,Portugal,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Vila_Real_-_Portugal_%28273229898%29_%28cropped%29.jpg/800px-Vila_Real_-_Portugal_%28273229898%29_%28cropped%29.jpg,Vila Real Airport,LPVR,Europe/Lisbon,VRL,PT
VRN,Verona,45.4383278:10.9917623,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Tramonto_a_Verona.jpg/800px-Tramonto_a_Verona.jpg,Verona Villafranca Airport,LIPX,Europe/Rome,VRN,IT
VRO,Matanzas,23.050051:-81.565033,Cuba,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Cuba_-_Matanzas_-_Matanzas_from_Ermita_de_Monserrate_church.jpg/800px-Cuba_-_Matanzas_-_Matanzas_from_Ermita_de_Monserrate_church.jpg,Kawama,MUKW,America/Havana,VRO,CU
VRS,Versailles,38.4314141:-92.8410274,United States,,Versailles,3VS,America/Chicago,VRS,US
VRU,Vryburg,-26.9584048:24.7298615,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Vryburg_town_hall.jpg/800px-Vryburg_town_hall.jpg,Vryburg,FAVB,Africa/Johannesburg,VRU,ZA
VRY,Vaeroy,67.69:12.68,Norway,,Stolport (Not operational),,Europe/Oslo,VRY,NO
VSA,Villahermosa,17.987557:-92.929147,Mexico,,Carlos Rovirosa Perez International Airport,MMVA,America/Mexico_City,VSA,MX
VSE,Viseu,40.6575445:-7.9142793,Portugal,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/ViseuLandscape.jpg/800px-ViseuLandscape.jpg,Viseu Airport,LPVZ,Europe/Lisbon,VSE,PT
VSF,Springfield,43.2984078:-72.4823117,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Downtown_Springfield%2C_MO_and_Hammons_Field.jpg/800px-Downtown_Springfield%2C_MO_and_Hammons_Field.jpg,State,KVSF,America/New_York,VSF,US
VSG,Lugansk,48.575483:39.30035,Ukraine,,Lugansk,UKCW,Europe/Kiev,VSG,UA
VSO,Phuoclong,11.82:106.97,Vietnam,,Phuoclong,,Asia/Ho_Chi_Minh,VSO,VN
VTA,Victoria,14.9427258:-87.3981981,Honduras,,Victoria,,America/Tegucigalpa,VTA,HN
VTB,Vitebsk,55.1944359:30.1953792,Belarus,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/%D0%92%D1%96%D1%86%D0%B5%D0%B1%D1%81%D0%BA%D1%96%D1%8F_%D0%BA%D1%80%D0%B0%D1%8F%D0%B2%D1%96%D0%B4%D1%8B_03.jpg/800px-%D0%92%D1%96%D1%86%D0%B5%D0%B1%D1%81%D0%BA%D1%96%D1%8F_%D0%BA%D1%80%D0%B0%D1%8F%D0%B2%D1%96%D0%B4%D1%8B_03.jpg,Vitebsk,UMII,Europe/Minsk,VTB,BY
VTE,Vientiane,17.99:102.56,Laos,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Vientiane_-_Patuxai_-_0003.jpg/960px-Vientiane_-_Patuxai_-_0003.jpg?20240814033150,Wattay International Airport,VLVT,Asia/Vientiane,VTE,LA
VTF,Vatulele,-18.5196527:177.6285099,Fiji,,Vatulele,NFVL,Pacific/Fiji,VTF,FJ
VTG,Vung Tau,10.4113797:107.136224,Vietnam,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/B%E1%BB%9D_bi%E1%BB%83n_V%C5%A9ng_T%C3%A0u.JPG/960px-B%E1%BB%9D_bi%E1%BB%83n_V%C5%A9ng_T%C3%A0u.JPG,Vung Tau,VVVT,Asia/Ho_Chi_Minh,VTG,VN
VTL,Vittel,48.201924:5.942988,France,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Paysages_004.JPG/800px-Paysages_004.JPG,Vittel,,Europe/Paris,VTL,FR
VTN,Valentine,42.8727833:-100.5509669,United States,,Miller Field,KVTN,America/Chicago,VTN,US
VTU,Las Tunas,20.99:-76.94,Cuba,,Las Tunas,MUVT,America/Havana,VTU,CU
VTZ,Vishakhapatnam,17.6868159:83.2184815,India,,Vishakhapatnam Airport,VOVZ,Asia/Kolkata,VTZ,IN
VUP,Valledupar,10.46668:-73.251259,Colombia,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Plaza_Valledupar.jpg/800px-Plaza_Valledupar.jpg,Valledupar Airport,SKVP,America/Bogota,VUP,CO
VUS,Velikij Ustyug,60.7632294:46.307789,Russia,,Velikij Ustyug Airport,ULWU,Europe/Moscow,VUS,RU
VUU,Mvuu Camp,,Malawi,,Mvuu Camp,,Africa/Blantyre,VUU,MW
VVB,Mahanoro,-19.894468:48.8070527,Madagascar,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Mahanoro_strand.png/800px-Mahanoro_strand.png,Mahanoro,FMMH,Indian/Antananarivo,VVB,MG
VVC,Villavicencio,4.15:-73.6333333,Colombia,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/PARQUE_EL_HACHA.JPG/800px-PARQUE_EL_HACHA.JPG,La Vanguardia Airport,SKVV,America/Bogota,VVC,CO
VVK,Vastervik,57.7594499:16.6374305,Sweden,,Vastervik,ESSW,Europe/Stockholm,VVK,SE
VVO,Vladivostok,43.1306915:131.923828,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Zolotoy_Bridge_%28October_2024%29-0_19.jpg/800px-Zolotoy_Bridge_%28October_2024%29-0_19.jpg,Vladivostok International Airport,UHWW,Asia/Vladivostok,VVO,RU
VVZ,Illizi,26.1690005:8.4842465,Algeria,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Map_of_Tassili_n%27Ajjer_and_surroundings-jpg-en.jpg/960px-Map_of_Tassili_n%27Ajjer_and_surroundings-jpg-en.jpg,Illizi Airport,DAAP,Africa/Algiers,VVZ,DZ
VXC,Lichinga,-13.27:35.27,Mozambique,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Conselho_Municipal_Lichinga.jpg/960px-Conselho_Municipal_Lichinga.jpg,Lichinga Airport,FQLC,Africa/Maputo,VXC,MZ
VXE,Sao Vicente,16.83:-25.05,Cape Verde,,Cesaria Evora International Airport,GVSV,Atlantic/Cape_Verde,VXE,CV
